duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
3.0494927021453173,tcp,ftp_data,SF,180,1018,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,4,9,0.06544917919245183,0.0016125141582146627,0.1391295593260224,0.07417064484315554,0.49338118365371614,0.07204467877989902,0.012071315135110823,240,87,0.7468905478190545,0.25046126589412054,0.7975795950426458,0.7189292601844364,0.052388549140741994,0.02811674334980748,0.15179832379056546,0.11914437141407411,normal
13.870304513763578,tcp,ftp_data,RSTOS0,1621,1645,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,18,2,0.054561599581701786,0.04507429282345808,0.006453537141441786,0.09113659563396972,0.4171076332411118,0.4415363138366321,0.03826035808932291,165,95,0.9581760386079776,0.5575943037347713,0.9191281618055793,0.5625168688957475,0.04214908537932212,0.05454353230845008,0.010639091270477605,0.14981262457260536,buffer_overflow
7.536954641460803,icmp,eco_i,S0,195,240,0,1,0,1,1,0,1,0,0,0,2,0,1,0,0,0,8,3,0.3310149568470472,0.3043025901941388,0.05762881507193719,0.282171712355175,0.5703715060769018,0.7463186125098898,0.6372270847271696,183,17,0.19077204277042836,0.13136529464113977,0.8719102185039592,0.4327147297217666,0.2599534312738558,0.27656322489453644,0.14591383229430807,0.05837026688250619,teardrop
73.68906496200763,icmp,eco_i,REJ,452,443,0,0,1,0,0,1,1,1,0,2,2,1,2,0,0,0,32,5,0.34043546032259964,0.1411943904904276,0.04588774162852825,0.06884565554814236,0.4959684564617021,0.9160149845335539,0.04736210464927817,174,49,0.17695368893940022,0.7809709861832311,0.15289911890239816,0.00030656643882742696,0.22144258662827937,0.2857379921176618,0.17960194549139752,0.1441704318941002,rootkit
1.0585164755249543,tcp,ftp,SF,1213,1925,0,0,0,1,1,1,0,1,0,2,2,0,1,0,0,1,8,3,0.09689122017821598,0.08589212845959618,0.2912416490333262,0.03307730498459018,0.9180732812385641,0.32924140165001814,0.05755107623168571,173,66,0.6591111571898273,0.10450476210260462,0.46497660065523405,0.6083632285987486,0.01768169344175392,0.08913755620949801,0.05916973368883616,0.03768012318514089,normal
16.29355275615431,udp,ntp,S2,565,658,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,1,10,1,0.3262271324452268,0.23786844448614763,0.08627022245927965,0.006752104549078088,0.47520925239927897,0.10819779240548986,0.38050639206248593,250,23,0.5271397504025198,0.04896003712848862,0.9044762830688332,0.12668068838869584,0.11298560178745919,0.17361739382061803,0.08382591173495925,0.1925484177447782,ftp_write
0.5148958692424848,tcp,smtp,SF,1133,381,0,0,0,2,0,1,1,0,1,2,1,0,0,0,0,0,5,9,0.09326528651096545,0.061087504523357504,0.052236998431040946,0.049292039019186905,0.9137540082455784,0.07067412104879266,0.09287491038825892,115,35,0.28320580754553637,0.7954248579415966,0.9869231157937692,0.13819333893314978,0.035757168204811646,0.02383747944650573,0.036343764357918286,0.02007318971194922,normal
9.460360950084535,tcp,ftp_data,SF,1186,2541,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,8,3,0.08642078403359157,0.06663756997924862,0.04355888580208994,0.10494161609792953,0.8607553009150208,0.1808036325932581,0.19263848381974472,214,45,0.2973897276310672,0.41862484414945866,0.4166109186703434,0.23814935340564924,0.07795542421638803,0.03345519558288844,0.03747541498424111,0.008560527128131023,normal
7.705890557850542e-05,tcp,http,SF,959,4072,0,0,0,1,1,1,2,1,1,2,2,1,2,0,0,0,10,7,0.01572938404180166,0.00198929804290529,0.02562563066584752,0.022272127484857556,0.9713854980873796,0.010078323050134489,0.44816740169831726,200,2,0.1834063870797723,0.7040267837219623,0.6302302177042116,0.1703373004797778,0.0010228463448373679,0.0013396189107090827,0.2003166868591227,0.40689943598564926,normal
5.012686915475237,tcp,smtp,S0,120,614,0,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,46,8,0.19811189114678443,0.1704562997123669,0.12110783419522692,0.053730005140372704,0.12423083973202437,0.3863954097599286,0.3836285813538379,65,51,0.3270067613505274,0.7041125510051992,0.33514911196170505,0.26194748301593884,0.1789719190788393,0.13767426150587453,0.1939337392987032,0.15496586421376543,back
