Duration,Service,Source_bytes,Destination_bytes,Count,Same_srv_rate,Serror_rate,Srv_serror_rate,Dst_host_count,Dst_host_srv_count,Flag,IDS_detection,Malware_detection,Ashula_detection,Label,Source_IP_Address,Source_Port_Number,Destination_IP_Address,Destination_Port_Number,Start_Time,Protocol
15.494035762737624,ftp,611.1012839631269,3042.892260141238,99,0.8034551255625487,0.0025500244325085417,0.12306559314418629,13,14,SF,0,0,0,-1,192.168.164.29,5708,10.0.21.181,80,2023-01-27 17:46:28,tcp
36.94985729786708,http,15676.191898963929,130.9454759783657,626,0.31599880777532585,0.8533209211306392,0.8192833251568721,19,5,REJ,1,1,1,1,192.168.71.157,64937,10.0.4.153,58737,2023-01-5 17:37:56,tcp
455.08008650221336,https,6336.5886099199415,598.9821569807461,199,0.05869911577698451,0.8510338021055746,0.9299123320972292,17,6,RSTO,0,0,0,1,192.168.56.132,14075,10.0.4.212,23660,2023-01-24 0:12:41,tcp
36.6282144638712,echo,12155.610434958826,913.4405661598626,972,0.2599487525043503,0.5414995321415255,0.5355617481448931,3,4,RSTR,1,0,0,1,192.168.214.195,26413,10.0.123.122,46454,2023-01-20 11:15:36,icmp
26.190558264479826,snmp,12952.501482164178,183.4688111461183,106,0.2967608334754447,0.6319489785132588,0.896167408058105,2,3,SF,1,0,1,1,192.168.129.50,47886,10.0.22.151,36925,2023-01-13 9:20:8,udp
30.421620593663054,http,1715.46423390971,2791.931108270559,53,0.9176836361252221,0.22811137717174798,0.011821788700648908,19,12,S0,0,0,0,-1,192.168.204.93,39030,10.0.42.143,22,2023-01-19 7:23:52,tcp
134.9940991913592,ssh,9647.083996817864,196.99190411277914,369,0.4877621309313848,0.8918820837249248,0.884375575006279,12,9,RSTOS0,1,1,1,1,192.168.105.246,16713,10.0.238.81,13334,2023-01-14 21:33:6,tcp
27.87018797121517,smtp,7837.115148462565,322.5720021028137,771,0.08595002389139683,0.6925687387456056,0.626991029398738,17,7,S0,1,0,0,1,192.168.128.157,20274,10.0.179.141,27230,2023-01-9 11:36:36,tcp
6.003732251819352,smtp,986.158042815664,2811.0029971660715,66,0.7258719691762251,0.06804780937590645,0.15857745294628306,11,29,SF,0,0,0,-1,192.168.210.132,22809,10.0.156.7,123,2023-01-2 7:32:24,tcp
7.3523001718514065,dns,795.6650413936597,3213.7802346014273,70,0.7393058557618788,0.10054477448380883,0.09750247308513023,40,2,S0,0,0,0,-1,192.168.239.126,48710,10.0.73.219,80,2023-01-26 20:58:46,udp
